user_id,query,search_engine,feedback_type,feedback_text
583418,environmental factors affect sound propagation,decomposition_rag,helpful,"Compared to the other two, the answer is much detailed and structured. I think this one is much clearer on getting answers. If I don't want to look at the details, the titles tell me the most information; meanwhile, the details fulfill my curiosity."
712397,Do know about ABCD dataset?,decomposition_rag,helpful,
632223,give me some arguments for why abortion may be immoral,mmu_rag_router_llm,not-helpful,Biased and quite emotive presentation of information. The death penalty thing is weird
583418,environmental factors affect sound propagation,decomposition_rag,not-helpful,
583418,environmental factors affect sound propagation,mmu_rag_router_llm,helpful,"This thumbs up is due to comparing to the Vanilla one, the factors in the answer are more organized into categories."
225066,environmental factors affect sound propagation,decomposition_rag,helpful,"Length: Seems really long. But the headings seem to guide to the answer.
Dimensions: Seems like it provides multiple dimensions here."
583418,environmental factors affect sound propagation,mmu_rag_vanilla,not-helpful,"This tumb down is due to comparing answers to router one and that is much better, evem thoufh their styles are the same - consise and direct"
225066,environmental factors affect sound propagation,mmu_rag_router_llm,helpful,"Length: Answer is short and concise. Not expecting much more.
Time: Quick
Dimensions: NA"
251842,Write me a short Python code to get the first n-digits in a fibonacci sequence,mmu_rag_router_llm,not-helpful,"The result only partially work; it does not print the first two Fibonacci numbers, but it does print the rest correctly"
712397,Do all people have social adaptability?,decomposition_rag,helpful,"There is no direct answer to my question. For example, yes or No."
376330,Why does the Moon look different from the Northern Hemisphere compared to the Southern Hemisphere?,decomposition_rag,helpful,good with the known referencing problems
716633,which feminist influencer should i follow,mmu_rag_vanilla,helpful,"Reasonable suggestions, but some seem a bit outdated (Emma Watson)"
583418,what are differences between real time display and real time recording for surveillance DVR units,decomposition_rag,helpful,This system answers well when comparing things.
583418,what are differences between real time display and real time recording for surveillance DVR units,mmu_rag_router_llm,not-helpful,"I think this question is hard question, should be classified into decompose. 

Also, this system returns with less context on this question, so that some things are not clear. For example: ""Requires the DVR to record video at 30 FPS per channel simultaneously,"" ""per channel"" is not explained before."
716633,why are women always so woke,mmu_rag_router_llm,helpful,"Pretty good summary of the topic and controversy. Notably, the results push back on the offensive implications of the question"
376330,is the world ending tomorrow?,mmu_rag_vanilla,helpful,
662161,"I'm curious about the illegality of activities like prostitution, organ selling, and insider trading. How do these laws connect to broader issues such as human and drug trafficking? Specifically, could you explain human trafficking's contributing factors, its societal impact, and how law enforcement and policy address it, globally and in the US?",mmu_rag_vanilla,helpful,
712397,does beauty products influence the beauty standards?,decomposition_rag,not-helpful,It does not provide yes or No question directly.
716633,which feminist influencer should i follow,mmu_rag_router_llm,helpful,"Good range of specific suggestions, but a little light on contextual info"
712397,does beauty products influence the beauty standards?,decomposition_rag,helpful,
376330,is the world ending tomorrow?,decomposition_rag,not-helpful,"Good answer, but with problematic and I think known reference issues (i.e., 1,2,3,1,2,3)."
225066,Could you kindly tell me what are the main aplications of IoT water level sensors in agriculture and irigaton systems?,decomposition_rag,helpful,The response looks good. Perhaps the pitfalls to consider may also have been useful.
712397,what are the west beauty standards?,decomposition_rag,not-helpful,When I switch from one model to another it takes more time to process.
251842,Introduce yourself to me,decomposition_rag,not-helpful,I want to know more about this specific model. Looking at the long list of sources is a bit of a discouraging answer.
376330,"When responding to reviewers, can you be rude and cruel?",decomposition_rag,helpful,This is better than the vanilla one for this question.
662161,"I'm curious about the illegality of activities like prostitution, organ selling, and insider trading. How do these laws connect to broader issues such as human and drug trafficking? Specifically, could you explain human trafficking's contributing factors, its societal impact, and how law enforcement and policy address it, globally and in the US?",google-search,helpful,
583418,How deep can fish survive in the ocean trenches?,mmu_rag_vanilla,helpful,Similar to MMU Router one. Concise and direct
712397,How deep can fish survive in the ocean trenches?,mmu_rag_vanilla,helpful,
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,brave-search,helpful,
434006,Where is the next World Cup?,mmu_rag_router_llm,not-helpful,It took ages!
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,google-search,helpful,
716633,which feminist influencer should i follow,decomposition_rag,helpful,"Good, comprehensive results + specific suggestions"
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,google-ai-overview,helpful,Is it normal that google search results only return an AI overview?
583418,How deep can fish survive in the ocean trenches?,mmu_rag_router_llm,helpful,"Consise and direct, I love this"
918961,what was the reason for European imperialism,mmu_rag_router_llm,helpful,
583418,How deep can fish survive in the ocean trenches?,decomposition_rag,not-helpful,"The answer is self-conflict: 
However, no fish have been documented surviving at the absolute deepest points of these trenches. The Mariana snailfish (Pseudoliparis swirei) is the deepest known fish, thriving at depths of approximately 8,000 meters (26,200 feet)
These two sentences are logically against each other in my opinion"
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,google-search,helpful,
712397,How deep can fish survive in the ocean trenches?,mmu_rag_vanilla,helpful,
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,brave-search,helpful,
376330,"When responding to reviewers, can you be rude and cruel?",mmu_rag_vanilla,helpful,"good answer but references in the lsut are from 1 to 5, and the in-text are 4."
662161,I'm a sports scientist focused on athletic performance. Could you kindly tell me what are the three essential preconditions necessary for a performence brand to have its placebo enhancment effect on athletes?,decomposition_rag,helpful,
899002,Was there an ethnic conflict in Sri Lanka?,decomposition_rag,helpful,"Reasonable response, but the sources may not be ideal."
225066,What is considered a normal body temperature for dogs?,mmu_rag_router_llm,helpful,short and sweet answer. Seems like this is a cleaner answer instead of a huge paragraph. But there may have been multiple sources that have different ranges.
682491,"I'm curious about how women's roles, rights, and experiences have changed globally through history, particularly during 1914-1918 and 1939-1945 and social movements. What factors influenced these shifts, what challenges did women face, and how do leadership, education, and intersectionality still shape their lives?",mmu_rag_router_llm,helpful,
632223,give me some arguments why abortion may be immoral,decomposition_rag,not-helpful,"In contrast with the inverse question (why abortion might be moral) this presented a more polarised view. Overall, the rerferences were better in this one though!"
716633,which manosphere influencer should i follow,mmu_rag_vanilla,not-helpful,"Good that it recommends specific influencers, but very sparse info otherwise."
251842,What are the three kingdoms and who are their kings during China's Three Kingdoms period?,decomposition_rag,helpful,The parts that I know are answered correctly; some finer details like the years I cannot verify. I also like how the result also mentioned potential confusion between China's and Korea's three kingdoms.
899002,Who is Arjuna Ranathunga,mmu_rag_vanilla,helpful,
716633,which manosphere influencer should i follow,mmu_rag_router_llm,helpful,"Good results, but only brings up the problematic aspects of the manosphere at the end"
434006,"I'm exploring the key factors for job satisfaction and career growth, especially within hospitality and restaurant settings. Could you explain how work environment, atmosphere, and fulfillment impact career advancement, and what makes certain workplaces, like Nucor, uniquely successful?",mmu_rag_vanilla,helpful,
712397,why family daycare is better than others,decomposition_rag,helpful,Great comparison between both
376330,Why do people do PhDs when they can find rewarding jobs without?,mmu_rag_vanilla,helpful,"Somehow good, but with such a question, I'd expect multiple resources and perspectives to be used and summarised."
716633,which manosphere influencer should i follow,decomposition_rag,helpful,"Results are comprehensive, but are presented largely judgement-free. Google AI notes that this topic is controversial at the start, while this only mentions it at the end."
918961,"I'm curious about the illegality of activities like prostitution, organ selling, and insider trading. How do these laws connect to broader issues such as human and drug trafficking? Specifically, could you explain human trafficking's contributing factors, its societal impact, and how law enforcement and policy address it, globally and in the US?",mmu_rag_router_llm,not-helpful,"Good comprehensive answer, but without citations makes it hard to follow/check correctness."
225066,What is considered a normal body temperature for dogs?,decomposition_rag,helpful,"Overall, it looks ok.  Seems like it is too detailed with the numbers. The answer could be simplified."
899002,Who is Arjuna Ranathunga,decomposition_rag,not-helpful,Muhammad Ali has no relevance to the query
918961,how many seasons of prison break are on netflix,decomposition_rag,helpful,"good, but retrieval looks sub-optimal"
251842,Can you show me a list of Dota 2 TI winning players from 2010 to 2021?,decomposition_rag,not-helpful,"Returned information is incorrect. It also tells the user that external data needs to be referenced, but it does not do that for me"
899002,When does daylight time start in australia,decomposition_rag,helpful,
376330,what's up?,mmu_rag_vanilla,helpful,good answer but over complicated with all the references it used for some simple answers.
632223,give me some arguments why abortion may be moral,decomposition_rag,helpful,"Fairly balanced response, though starting with the contra is an interesting choice (started with pro life). References are somewhat poor quality, and don't include obvious sources like planned parenthood, or webmd"
563414,why did former slaves seek to have their marriages legally recognized?,mmu_rag_router_llm,not-helpful,The summary confuses and confounds inter-racial and all-black marriages. Well structured but presents the facts in language that is internally and externally incoherent.
583418,What is clueweb22,mmu_rag_router_llm,not-helpful,"Due to lack of context, it does not know the answer of what is clueweb 22"
712397,"I'm curious about how religion and spirituality shape individuals and society, from personal growth and health to identity and responses to suffering. I also want to learn how faith relates to reason, and explore specific religious concepts, groups, and well-known spiritual books.",mmu_rag_router_llm,helpful,
918961,why students feel overwhelmed in college,decomposition_rag,not-helpful,"Multiple sources, but none of them are cited in the answer..."
251842,Can you give me a summary of the Valorant Champions 2025 grand finals?,decomposition_rag,helpful,"The system does not have data for recent 2025 event, but it did let me know clearly that this is a limitation."
899002,When does summer time start in australia,decomposition_rag,not-helpful,"My query is not perfect but I wanted to know about ""daylight saving time"""
563414,why did former slaves seek to have their marriages legally recognized?,mmu_rag_vanilla,not-helpful,Somewhat historically inaccurate - reads easily but is historically and legally inaccurate
434006,who played the original wonder woman on tv,mmu_rag_router_llm,not-helpful,"Good answer, but it took a long time to get the answer"
434006,why do some parents favor one child,mmu_rag_vanilla,not-helpful,This takes lots of time to retrieve the results.
251842,Recommend me an internal bezel watch under 1000 AUD,mmu_rag_router_llm,not-helpful,"The product recommendation is quite inaccurate. It seems that it did not identify what an internal bezel is. Furthermore, the query takes a long time to execute; about 2 minutes."
899002,how does human activities affect climate,decomposition_rag,helpful,Response is too long.
716633,environmental factors affect sound propagation,mmu_rag_router_llm,not-helpful,"Decent output, but very slow"
455041,Where is RMIT located,mmu_rag_vanilla,helpful,
712397,who played the girl in silence of the lambs,mmu_rag_router_llm,not-helpful,It was too slow.
662161,how to win at league of legends,mmu_rag_router_llm,not-helpful,Some of the suggestions aren't useful
632223,tell me about Florence and the Machine,decomposition_rag,helpful,Better than MMU Vanilla
716633,environmental factors affect sound propagation,decomposition_rag,helpful,
662161,how to win at league of legends,mmu_rag_router_llm,helpful,
918961,why students feel overwhelmed in college,mmu_rag_vanilla,helpful,
434006,What is an RMIT University,mmu_rag_vanilla,helpful,
712397,how does human activities affect climate,mmu_rag_router_llm,helpful,
716633,environmental factors affect sound propagation,mmu_rag_vanilla,not-helpful,Info past the first sentence is extraneous
899002,how does human activities affect climate,mmu_rag_vanilla,helpful,
434006,why students feel overwhelmed in college,mmu_rag_vanilla,helpful,
632223,tell me about Florence and the Machine,mmu_rag_vanilla,helpful,"lacks recent content, or names of songs but overall pretty good"
662161,how does the world view christians,mmu_rag_router_llm,helpful,good routing
662161,how does the world view christians,decomposition_rag,helpful,good sources and answer
662161,how does the world view christians,mmu_rag_vanilla,not-helpful,"The sources are all wrong, the other way around"
662161,what was the impact of the war on domestic america?,mmu_rag_vanilla,not-helpful,did not enumerate all wars
662161,what was the impact of the war on domestic america?,decomposition_rag,not-helpful,Missing vietnam war
662161,what was the impact of the war on domestic america?,mmu_rag_vanilla,helpful,
662161,photosynthesis cellular respiration energy conversion compare,mmu_rag_router_llm,helpful,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
